case_name,AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,beta,drag,lift,side_force,pressure_drag,viscous_drag,pressure_lift,pressure_side_force,Cd,Cl,pitching_moment,Cm,Cf,L_D_ratio,Cl2_over_pi_AR,mahal_dist
geo-904c978a-5a93-4668-ac1a-6f156479e18f,9.6987,29.1908,1.3023,253.2937,7.038,-6.2552,-5.2418,3.2407,0,217178.0277253452,2789253.4553614394,81.24598001503156,179050.21938216704,38127.80834317625,2795202.4564516298,73.02618562313799,0.04455925,0.5722818450871834,-7916270.477,-0.206447127,0.007822788,12.84316597113997,0.010748714775323484,0.5318180070388381
geo-905c494b-3766-46ea-b79f-28b67294b293,10.8416,34.2921,1.1833,250.5455,5.3732,-6.2194,-4.0462,0.0364,0,59209.57946872516,406142.0822311768,70.34435967,18204.97524901352,41004.60421971123,406115.0966006158,70.28353211378541,0.012546588,0.086062044,-1748451.281,-0.052748891,0.008688884,6.859398189877475,0.00021746,2.0094269753222362
geo-9087f304-4e6c-4776-9643-f9928cf7aa70,8.5146,27.8081,1.0062,248.8159,7.657,-4.4442,-2.8093,0.6028,0,191889.5155012232,2680412.0846570795,-1330.013001,153711.9829758584,38177.53252536593,2682073.7286845786,-1326.473093,0.042747642,0.5971211968551529,-5948258.647,-0.181992442,0.008504847,13.968517652753102,0.013329408,1.177489128207761
geo-90b5be11-9922-407a-a8d2-6c6d7dc8c369,7.6305,26.2549,1.1746,251.8258,7.3942,-6.6714,-2.7937,2.3589,0,189480.35658821667,2465314.812493031,-90.21639907,151918.47656038695,37561.88002783042,2469858.061982117,-91.7382637,0.040239283,0.5235503110884016,-7060924.855,-0.177005515,0.007978496,13.010925548608219,0.011434416,0.42407921056782105
geo-90c111d7-5b7c-42ec-ad0f-af68f4481c9b,7.9398,35.8457,1.0448,252.5264,5.5891,-3.0444,-5.5303,3.9044,0,278053.24091141927,3254899.2835841635,-135.2993054,240826.91128597505,37226.329625445775,3264347.778449803,-136.4579299,0.061244884,0.7169343873016052,-5726114.843,-0.161637734,0.008201244,11.706028935016384,0.020606270071549738,2.547062468408258
geo-90d21e8b-ece1-4aee-a265-f67fb68336ce,8.8481,29.9238,1.2337,254.4289,3.9963,-6.7765,-5.9341,1.824,0,69105.93329,297600.66230841045,-12.23094354,28809.56068557998,40296.37261,298431.5292836637,-11.69524562,0.014440073,0.062185332,-19593.67727,-0.000505732,0.008421854,4.306441547473509,0.000139116,2.173677613739492
geo-90dc2cf5-3bc2-4899-90c6-de687d54544f,10.7193,27.2078,1.242,253.9634,4.8887,-6.1756,-6.7391,0.4435,0,87776.43645303478,90972.99079511754,49.14022256791687,47456.08696053589,40320.34949249867,91339.50896628044,52.13864951,0.018303893,0.018970466,470930.6104185518,0.013512237,0.0084079,1.0364169983568625,1.0686603330746229e-05,2.574946420285518
geo-9111a840-9909-4e85-8302-a770837f5e61,8.056,34.544,1.0408,256.6712,6.3749,-6.4554,-1.7288,2.9791,0,138885.0775260779,2675530.551782758,-35.13017119,99496.78470549356,39388.29282058505,2677792.2223219685,-37.4845973,0.030632705,0.590119109,-6592091.786,-0.191081923,0.008687496,19.26434862147357,0.013759734,1.629240700369195
geo-9116c0b7-c413-4096-b22b-464407fe9aa4,10.8881,27.0793,1.378,243.5459,4.5605,-5.2691,-5.1215,1.6201,0,85773.44900625332,1625024.4006993636,-6.484020348,45306.74788182771,40466.70112,1626005.9753354527,-9.994322403,0.017250083,0.3268121623117001,-4609079.718,-0.120336861,0.008138303,18.94554106808632,0.003122442,0.8640876290145352
geo-91447a32-39ea-44ff-8fb0-78946c1f0bc6,8.8231,33.2006,1.2351,246.2618,4.4938,-5.9508,-6.9266,1.7788,0,66272.12214248658,853982.5060623259,20.380499358608542,26026.057971036545,40246.06417145053,854578.4162,20.19817609115188,0.013845534,0.1784135375831856,-1698831.376,-0.044454464,0.00840814,12.885999096667641,0.001148377,1.525890022053555
geo-919036b3-92fe-4d98-a3af-fa084f1e3d15,9.5239,34.9613,1.3196,247.5172,4.0599,-6.913,-3.6438,0.3366,0,70472.33699044648,-425673.6208,4.031460652567127,30448.934861031496,40023.40212941515,-425767.3808,2.532024681226545,0.014392651,-0.08693584,1477693.5872589147,0.037694431,0.008173985,-6.040293809,0.0002526,3.2056560149307427
geo-91a29547-ff61-4bd5-a52c-8fb9c8240624,7.8176,27.8215,1.2192,241.822,7.0459,-4.7391,-5.1866,1.3495,0,167416.5711114572,2448527.818826965,-209.5527079,129932.35829708164,37484.212814374914,2451212.1181236315,-208.7144416,0.035128309,0.5137641992885837,-7795577.208,-0.19434304,0.007865112,14.625361172860686,0.010747423387705325,0.4419701592633678
geo-91afaf86-cdb9-43d4-b0ab-f3d815ee8d40,8.2847,31.5125,1.1443,245.1363,7.6287,-5.7443,-6.8727,1.1167,0,110164.9660677297,2177911.4658698738,-166.0064732,71104.36551110519,39060.60055662495,2179282.168,-163.3655903,0.023597684,0.466515513,-6145666.42,-0.166954684,0.00836686,19.769546922302773,0.008361911,0.9876092544708451
geo-91c07099-8344-421f-b6e1-65cb7be841f0,10.5144,29.5564,1.0452,256.5064,5.5693,-3.3013,-6.5257,0.0778,0,85366.05027498816,1732562.7816925503,-814.6048001,44636.68600781992,40729.36426716826,1732817.5458996724,-814.4328985,0.018804736,0.3816550772068063,-4328355.179,-0.142855089,0.008971962,20.29568869722187,0.004409687,0.851552099
geo-91cdc79e-bfc8-477b-a771-3c9fe4105fce,10.5166,31.1451,1.2748,250.6462,3.3948,-5.7267,-6.906,0.9783,0,89589.57255034776,-238594.8025,70.71390801619908,49549.39559969152,40040.17695065699,-237869.9468,70.10578519622418,0.018513458,-0.049305011,2283107.892603003,0.062281101,0.008275872,-2.663198358,7.357951029670411e-05,3.146718048169227
geo-91cdfb7e-ccdb-4c35-94c0-86dbc424ee42,8.3783,33.5426,1.1741,250.3518,4.8289,-5.1832,-3.8712,1.6026,0,75227.20169452568,1534449.8259290513,-42.05179569,34907.29066776639,40319.911026760274,1535240.0604506347,-41.87218511,0.015981255,0.3259782907709418,-5254374.754,-0.140329103,0.008565511,20.39753960488868,0.004037119,0.9041750591121767
geo-91d8fdbd-e7fc-4913-9c8c-b4807c85c1ac,9.929,25.532,1.1959,243.6048,5.1122,-6.9477,-3.9374,3.3488,0,130360.83649779488,1884685.039944472,-57.85289235,91943.49952,38417.33698,1886921.725497572,-60.28253831,0.02752236,0.3979030901095202,-4195416.462,-0.118045955,0.008112477,14.45744819209065,0.005075739,0.8830987501517545
geo-91e6f5d2-fc9a-4e67-91ff-b48d96ff8d91,8.7347,30.9006,1.1981,252.2146,6.6185,-6.7232,-6.1228,3.6288,0,164746.4704535297,2526229.547454064,-123.546125,126360.39334289718,38386.07711,2529463.559925478,-129.0169211,0.034768211,0.5331372583702984,-6388650.045,-0.171066993,0.008100982,15.334043518502206,0.010358102457458085,0.9539209419755017
geo-920622a2-7b0e-4db8-b787-777eef8a2194,7.5472,25.5918,1.3524,249.1293,8.7012,-3.0136,-2.2024,1.6619,0,458516.56827351486,3516885.951211098,-10.57833889,423364.6363629433,35151.93191057155,3528555.273,-12.05293785,0.092815523,0.7119079906157093,-10868927.39,-0.236949255,0.00711709,7.670139302606846,0.021375289410783174,2.8734760656873575
geo-921d34c7-b766-451c-a423-a6fd7c4ae4ee,9.3637,28.63,1.3446,256.1119,8.9443,-4.0253,-2.2034,2.8271,0,521922.3663017173,3711362.2927890113,-63.67448594,486469.4842075477,35452.88209416901,3731531.506752058,-62.03737877,0.1058898203754451,0.7529769021326863,-10470322.98,-0.259913793,0.007192793,7.110947015141929,0.019273738,3.7019373283930657
geo-9222e227-718a-4482-9380-22226c58ea4d,9.3339,32.8445,1.395,246.0312,5.2459,-5.1241,-3.0973,0.8028,0,74795.54107,1549223.333991419,214.0940839986976,34022.06556156383,40773.47550666094,1549936.2289668282,217.15966518649333,0.014972613,0.3101243975054553,-6974038.849,-0.163791365,0.008163705,20.71277661563132,0.003279887,1.337609876
geo-923ed42c-f8b8-4497-8c4d-1d3449c25371,9.7374,28.5672,1.0995,255.7862,8.5771,-6.9554,-6.5714,3.8711,0,294382.78347961145,3012656.9886807804,138.88508933323328,256949.6118175141,37433.17166209843,3023263.129474176,138.2659113313642,0.063854515,0.6534748640547514,-4982599.402,-0.151839901,0.008119579,10.233808353433911,0.013959340179004161,2.0673008025903736
geo-926f24dc-d5bf-457d-83eb-21a4ee2444de,9.4978,34.9242,1.2881,246.9097,6.4879,-3.7324,-5.393,1.3378,0,145177.92281332187,2825589.570494572,178.11148361856812,105617.8663116277,39560.05650169469,2827755.345064501,179.62458889267631,0.029899986,0.5819417151087312,-10810680.89,-0.281992781,0.008147512,19.46294254483776,0.011349744538333774,1.8860375214366645
geo-92b43897-1c7b-46f2-8be3-e3555116bc70,8.9514,28.3291,1.3277,250.5617,4.2421,-3.4069,-2.8806,3.4415,0,245299.99176331057,2925423.320682644,42.96444408417692,207408.8714553676,37891.12030794391,2933021.3579724943,46.857232203853314,0.049990382,0.5961803215510606,-8852499.528,-0.217599015,0.007721898,11.925900607063133,0.012639050143507831,0.7099311371974485
geo-92c19b88-532e-4024-915e-1c3b1ace5cf0,9.5473,33.4972,1.0811,251.6812,7.5258,-6.3682,-4.4706,2.8109,0,171223.36830091462,2777417.6880148854,-3.695714349,132757.11512941093,38466.253171504846,2780809.0203122958,-2.842783745,0.037326049,0.6054665839988428,-7042972.864,-0.21206032,0.008387191,16.22102003701815,0.012222214922455558,1.1023283569025197
geo-92ceff32-2453-4753-8fe6-1b05029ee9c6,8.187,29.0514,1.3416,247.8142,7.5933,-4.9336,-7.1154,3.0736,0,278253.1689805969,3026983.3343099407,-64.01751531,241702.27141462857,36550.89756596863,3036125.3112935782,-63.19620218,0.056497896,0.6146136314435453,-9014211.9,-0.209706168,0.007421435,10.878522409644198,0.014686885642355147,0.9063981042059934
geo-92ef59d7-9a70-45cd-9bba-972d37651487,9.769,36.3503,1.2221,240.2349,8.3312,-5.1994,-4.0509,1.8057,0,212626.8020778294,3186179.0293912464,-746.9454324,175035.476,37591.32610626102,3190535.4155055145,-743.3404972,0.044579307,0.6680138645684695,-10900807.66,-0.30311921,0.007881351,14.984841977847113,0.014540219755132552,1.8528257763540568
geo-9311e7cb-d421-4df2-90f1-e3b9282fccf8,8.082,28.3877,1.1569,242.4126,8.1088,-6.8872,-3.6028,2.773,0,222412.7372366296,2740871.395251842,-35.40326807,185627.3238123813,36785.41342424876,2746973.568508885,-31.86731878,0.047465063,0.5849288820328209,-7343088.754,-0.192013243,0.007851954,12.323356248863458,0.013475268061531738,0.705536244
geo-933ba321-9ae3-4b95-9ddc-117b59cb0e92,10.494,30.3112,1.359,251.0557,5.6681,-5.8143,-5.7121,2.66,0,129442.21666269396,2245819.195062912,-34.37039484,89946.87337,39495.34329758557,2247756.7435661918,-37.21797003,0.026156977,0.4538228900600149,-6919274.5,-0.176996151,0.007982615,17.349974783846275,0.006247149,0.6279273335435206
geo-934f799a-bbd9-47a6-9b7d-57359da81b46,7.6861,29.0844,1.3535,254.6613,6.2485,-4.5455,-2.2485,1.9683,0,207506.2182706608,2808716.4172165315,689.5733363149034,169356.22751467556,38149.99075598614,2813440.255802778,689.8542307,0.042001124,0.5685094543242911,-10158414.44,-0.226951141,0.00772186,13.535577105226709,0.013385034026982993,0.7622421072040969
geo-93779d3a-5b33-4856-b47e-8f7981902451,9.1225,25.4219,1.1438,242.8925,6.1865,-6.4456,-6.3205,2.7044,0,138764.20799675002,1942817.0272873996,47.74998280432033,100828.14964820431,37936.05834854444,1945468.7648566647,49.29458674943319,0.029721714,0.416129292,-4056758.084,-0.113830209,0.008127113,14.000851194516327,0.006042168,1.0806367746494416
geo-938965b8-ab7e-460a-a344-8fc6dc8b122e,9.5975,26.3134,1.2122,240.6669,8.4983,-3.5634,-7.1461,3.211,0,464679.73179198586,3506366.355092085,100.30856498424644,429391.4233348538,35288.308457132705,3525297.688225106,103.12072099786114,0.097668114,0.7369811196568432,-7557124.925,-0.206485214,0.007418525,7.545769946905518,0.018013775,2.984748425971491
geo-938e5679-633f-4a95-b439-632ae093cd4d,9.8228,30.2444,1.1598,243.4171,7.1401,-3.389,-5.8264,3.8974,0,424458.09884105454,3464349.650878253,-358.0840539,388970.4763913563,35487.62244969783,3483069.354422192,-355.5648669,0.090529426,0.7388846804166432,-7099971.792,-0.207560334,0.007568844,8.161817763254728,0.017691642312016146,2.564309870562223
geo-939552d5-3ee9-4850-a1c9-cb40768b1ed5,9.7905,37.4532,1.2549,255.5917,3.2051,-4.1194,-5.2807,0.7753,0,59009.51160521567,449066.9387025798,66.07847250617148,17631.531446031204,41377.98015918463,449165.9999367758,65.69346579861477,0.012262276,0.093316866,-1768544.732,-0.048025297,0.008598369,7.610077197501915,0.000283117,1.906611997763496
geo-93d46cfd-4849-4fa5-908a-1c9275f286ed,7.9915,25.8631,1.2755,247.2579,4.3881,-5.0188,-3.2545,3.6282,0,185559.42202622737,2439129.973620299,-32.42325705,147909.1107917703,37650.31123445693,2444014.994298696,-29.09276214,0.038346114,0.5040496252861625,-6638790.384,-0.160361829,0.007780449,13.144737933466642,0.010119718128223414,0.607255161
geo-93dabf69-90eb-4047-b581-8397c0554f6f,10.5784,30.4373,1.176,253.5199,8.2335,-6.8117,-4.4226,0.5857,0,106735.97639585104,2114904.263223036,-1485.739269,66676.72960596933,40059.246789882585,2115675.2724866853,-1485.871518,0.022658386,0.448961239,-6786613.726,-0.200101253,0.008505671,19.814352523272067,0.006065238,1.0185105795471212
geo-940b1758-41b9-45ae-81b6-aae3c48387d3,9.8197,34.9744,1.3833,257.2084,6.5974,-4.5789,-7.0377,3.5377,0,245067.86728901693,3166773.5516510387,-86.87627872,206656.23224710848,38411.635041907895,3173939.1834935746,-86.83178306,0.049217911,0.6359951685228106,-10423835.85,-0.257436169,0.007714314,12.922026811113339,0.013111716194138633,1.1474998212237781
geo-941bbaf8-2976-48ae-a468-9cb35c312d85,8.8274,27.5269,1.1311,247.5283,7.66,-4.2641,-6.3482,2.8265,0,317338.3935975756,3087162.3350235005,295.32368159629243,280576.67005165207,36761.72354592402,3097486.0464930567,296.63074061912414,0.068225727,0.6637201723295267,-6607517.33,-0.187158549,0.007903494,9.728297606933735,0.015885005,1.6095622410529125
geo-944038e2-4d0d-43c6-b932-0690183feaca,8.7659,30.9563,1.2557,242.317,7.4185,-6.8979,-3.3077,1.3098,0,106595.17879514674,2205519.8212718773,906.8944321387604,67412.75485833823,39182.42393680833,2206988.1834059563,907.8355276,0.02214587,0.458211681,-7657263.525,-0.196635028,0.008140371,20.690615149775336,0.007624053,0.9983966902380234
geo-946f65c3-6acc-42db-baf7-687bbfea7b12,10.1794,31.8312,1.3656,242.2335,5.0322,-5.5635,-4.033,3.2546,0,139397.89639240343,2518421.453074639,31.143687053100138,100539.80416566454,38858.09222673892,2520370.385997271,28.431038519985197,0.028125816,0.5081329052965364,-8446081.072,-0.215200294,0.007840217,18.06642365667643,0.008073885,0.9591657609980824
geo-947590ba-e08a-4faf-b98e-7d6366386443,10.9052,28.7985,1.399,257.619,4.8382,-5.1227,-4.3679,0.3571,0,68842.92478443665,951170.7176964236,380.96676409848266,27048.581165913587,41794.34361852244,951471.2143812292,380.6195984701619,0.013769531,0.1902472123510789,-3897192.499,-0.100250551,0.008359399,13.816535550672521,0.00105646,1.477126432156334
geo-94cadf94-b9ab-48ec-bbc8-3c6410f8cf2a,8.8455,28.1209,1.2864,248.3004,5.9708,-3.3091,-3.9583,2.3846,0,269256.3870475258,3007042.3439646554,18.754185128233644,231870.7088751841,37385.67817234135,3014462.5340130334,22.986863104912075,0.055479711,0.619594739,-9143847.917,-0.230472849,0.0077032,11.167951768712914,0.013814754862955903,0.9926098426432427
geo-94f78eba-a03b-4fdc-8eca-81a7a04bddd7,8.339,33.7963,1.1367,252.0364,4.7197,-4.4015,-2.3792,1.994,0,100653.43403294504,2206923.366,-102.6696391,60629.21879465172,40024.21523829278,2208320.9141440187,-104.8903887,0.02160602,0.4737327720930184,-7480598.388,-0.20506748,0.008591455,21.92596196555525,0.008566492,1.128777819
geo-955c4c7e-3603-4173-8acf-a300ed20306f,10.2178,29.9686,1.1175,241.3958,6.7154,-6.0685,-5.0237,3.2304,0,191913.3064289909,2695754.8264018423,172.84676713570067,154229.12087372932,37684.18555526185,2700213.6939068385,172.0099248729598,0.041409026,0.5816614957343889,-6152593.918,-0.186403845,0.008132737,14.046732228019271,0.010539824055016005,0.9483402255656074
geo-9562777b-77e8-4a99-a39f-0e4a6588539d,8.7963,32.6887,1.3462,245.0394,3.4677,-6.106,-4.3906,0.2725,0,83510.26613587885,-534205.1803,-256.061664,44228.201631458855,39282.06450441812,-534282.4202,-257.2224121,0.016935768,-0.108336081,1578910.7804070874,0.037943114,0.007966307,-6.396880348,0.000424714,3.505383986554156
geo-959d8855-63f4-4fb2-a817-c73e662baf06,10.8495,34.9892,1.1841,247.0707,5.0278,-6.4478,-1.5031,1.4586,0,65653.46599019745,1256582.7262282996,-36.70595055,24743.98755574213,40909.478434455086,1257117.359418445,-39.1198281,0.013906109,0.2661577172654757,-4860539.648,-0.14424593,0.008666816,19.13962511005772,0.002078349,1.3812088067392754
geo-95a5dae3-a7ec-4259-a43a-fd86bc1ab393,10.7343,28.0856,1.3027,245.9753,6.5271,-4.5967,-6.7204,0.6067,0,116818.90125893248,2017095.2182952787,406.2838011460652,77318.71159380654,39500.18966512633,2017848.073208499,405.74680086275794,0.023965625,0.4138110123323083,-6459715.09,-0.17717441,0.008103498,17.26685661787156,0.005077857,0.7272686144254354
geo-95ad6ab9-f353-41b9-bc8b-b7d3ea0de757,9.8478,27.0351,1.2393,243.8484,6.8623,-6.7004,-2.5424,2.1858,0,163058.54364750916,2366509.4376909663,-95.76063361,124961.32463021454,38097.21901729529,2369706.210695889,-96.80165257,0.034027273,0.4938463313022815,-7120328.917,-0.196220261,0.007950136,14.51325017845583,0.007883055,0.47955348929016267
geo-95bc4bba-0cd0-43a2-9efb-6e3e541fd2c6,7.7942,32.6374,1.1093,251.4548,5.9467,-3.4247,-4.3365,3.8788,0,320666.26708448696,3253262.608363721,104.05317336404684,284092.5201526682,36573.746931818896,3265502.087,105.07814475137154,0.069349563,0.7035736583157942,-7470052.357,-0.198902457,0.007911295,10.145322231560415,0.020216116144931323,1.6949540535404515
geo-95dd1600-e65a-47f0-9fc7-e7dcba538858,9.8519,31.5605,1.1855,255.862,5.6096,-5.9128,-2.2142,3.2834,0,166808.9266748099,2720077.5705189435,-221.5357645,127658.31029821996,39150.616376589634,2723199.6676082774,-218.9927336,0.035318301,0.575919528,-8303810.183,-0.234579375,0.008290998,16.306546806225132,0.010716519075064022,0.9925878243326969
geo-95fecc34-6a47-4535-9bc8-2381d4341d0a,8.1626,26.5862,1.0128,248.2543,6.1583,-4.5167,-4.8605,1.3899,0,136964.31515077222,2201993.8224772266,-438.3488218,98588.90961846884,38375.40553230352,2203877.590105904,-441.0102746,0.030447306,0.4895054515347284,-4637935.289,-0.136020122,0.008532614,16.07713527463881,0.009344083,1.3998841628418046
geo-96125818-4b48-495e-8eff-629ff6c4c98f,7.6821,36.516,1.0487,247.8236,8.4555,-4.0551,-7.0666,0.4921,0,138110.9269980881,2645820.529373084,92.51326736403011,99037.45589907352,39073.47109901371,2647158.514,91.10319362410816,0.030386799,0.5821264049793938,-7659026.007,-0.212031675,0.008598577,19.15721360272764,0.014041217586975213,1.293825900840248
geo-96470322-3437-4531-96d1-4d5e0fce123c,7.7609,32.9363,1.171,252.9304,8.4848,-4.0011,-3.3166,1.2747,0,290760.0280216326,3277291.457605276,70.49472892055233,253237.76008487627,37522.26793675567,3282698.0525170434,79.39784574769223,0.061821957,0.6968240252863859,-10271970.57,-0.264656007,0.007978015,11.271464925575843,0.019915182,1.3835958750290769
geo-9651e07a-e5f4-4363-8e9b-06f5c8fa2fb2,9.1349,25.8641,1.3498,255.9748,4.6167,-6.4616,-7.2486,3.016,0,100857.08434144838,1681603.409589348,0.023658765,60366.448236905926,40490.63610454213,1683012.961479556,1.3607818948633508,0.020430047,0.3406328608359854,-3383305.021,-0.081304284,0.008203614,16.673131298306732,0.004043146,1.4926754860987155
geo-966f531d-5c13-4e65-82a9-92ca352c52cb,7.5058,31.0571,1.2589,250.0601,8.8329,-6.7407,-5.4797,3.0915,0,256373.3855422397,3000918.474508005,141.8469281996455,219730.07447706067,36643.31106517821,3008981.2258798927,140.39179991704674,0.053217302,0.6229226351034494,-9188495.86,-0.217812165,0.00760628,11.705265225409228,0.016455889540034827,0.8148323917735973
geo-96ba2bca-22a5-4798-becb-71036eea64ec,8.0738,36.159,1.2726,257.7145,6.6283,-3.9668,-4.8866,3.7686,0,313806.6206695795,3400815.8996357694,-512.2705799,276629.45675686887,37177.16391271139,3412358.3681003554,-516.3438622,0.064899151,0.7033314515807958,-10111698.4,-0.246042974,0.007688664,10.837298118119188,0.019502587,1.3232957380559958
geo-96d87139-6917-444d-ba90-dd065c07b9d0,8.4844,27.9924,1.0506,243.3087,8.2552,-4.5673,-3.782,0.5685,0,203554.88086907257,2678432.891280425,692.3122489019388,166081.07544545017,37473.805423622056,2680075.8420947143,690.0193213235345,0.044770542,0.5891034937166918,-6733466.392,-0.198812044,0.008242071,13.15828379965605,0.013020036110317174,0.7101462753232651
geo-96fb5e4c-ec14-4f6b-a70d-1a4c8f6ae3d9,8.5473,31.4619,1.1352,256.3217,4.2389,-5.7675,-2.9786,1.0845,0,61032.43792,735032.8336319828,-76.25350137,20418.963476668225,40613.47444375388,735378.2800049137,-73.87227606,0.013106561,0.1578464384149918,-2997822.657,-0.083295163,0.008721595,12.043314320662882,0.000927878,1.5983073195698403
geo-971370d8-99ad-4163-b61c-d34facc78372,9.3925,25.1092,1.3064,243.1035,4.609,-5.0572,-2.4033,3.7445,0,224556.1981920913,2644280.080610059,1.1764946639385414,187113.0577639829,37443.14042810795,2651196.551296723,-0.308399706,0.046022716,0.5419442973628839,-6948980.643,-0.177788686,0.007673918,11.77558269110025,0.009953555,0.5407785360890891
geo-97142773-4d31-4282-af4a-351ad63cdfa8,10.775,31.1406,1.1229,242.8119,3.7241,-4.7785,-3.0318,2.9793,0,100372.52423239744,2231126.604089745,4559.962957993167,60679.96249066189,39692.56174,2231685.6167467493,4580.396149259567,0.021629034,0.4807800983357942,-5473855.624,-0.172372805,0.008553209,22.228459642241553,0.006828508,1.2275636228836213
geo-975d773f-81f6-4f15-99be-6027492e7787,10.2139,27.0261,1.0095,253.2796,6.317,-4.4879,-2.0512,0.6459,0,141289.44423571383,2345630.837074345,-474.5848267,101846.34507261853,39443.09916309571,2346701.292454005,-474.3994437,0.031445296,0.5220422190025703,-5487957.204,-0.183441211,0.008778387,16.601599997527924,0.008493169,0.8262087010808169
geo-9773c3f4-859d-4938-af49-683a2653661e,7.9007,29.9976,1.0231,257.8475,4.4302,-4.1496,-5.2048,3.7637,0,172156.22545251696,2586181.1030299086,205.55798181125044,133445.43664679496,38710.78880572113,2589641.1143288906,207.76111592859155,0.038164779,0.5733224533848111,-4223110.894,-0.122873435,0.008581629,15.022292085180679,0.013242880412157947,2.43965345
geo-977c396c-1eaa-45c7-8d75-131d704aa1b6,8.6767,33.5007,1.226,246.5971,8.811,-6.0989,-1.9724,1.2946,0,208608.2688441062,3036706.544385028,2531.586138671731,170768.0260178635,37840.24282624341,3040255.356382984,2532.1956080568007,0.043681278,0.635867526,-11185699.63,-0.287575675,0.007925112,14.5569807,0.014832995,1.6821947479193116
geo-97c4cc46-cd7a-4c1a-aa99-040cdbf9278d,10.3696,31.1118,1.1336,252.7175,8.2351,-5.3202,-2.396,3.6763,0,411546.1627779101,3378543.7339105266,-110.2303095,375703.3115,35842.85128111559,3395911.2697789064,-116.7359358,0.088417999,0.7258580081776942,-6807573.376,-0.208593928,0.007700561,8.209391896903062,0.016173033,2.4606148808381616
geo-97c78cf8-89ad-4b5e-9fae-5e677863120e,10.7205,32.5669,1.2656,244.0126,7.8949,-6.0571,-7.0931,1.2209,0,122107.97373975372,2289241.1331106257,-922.8293864,82745.0121,39362.96163527674,2290652.421380198,-926.1012911,0.025301091,0.4743367439154017,-6902749.264,-0.194568088,0.008156066,18.747679311996702,0.006680495,0.8395938966295027
geo-97eba8fa-0175-48c5-a8ae-bcf17ab5d351,10.1023,27.1343,1.0393,243.4915,3.415,-3.3211,-5.6051,0.2721,0,63955.32435,622252.8677453964,-65.39606372,24251.08596773817,39704.23838108088,622281.1364039778,-67.92419604,0.014109232,0.1372756713158328,-1982795.903,-0.063399542,0.00876095,9.7294928,0.000593768,1.6617151199171383
geo-97facaf9-002f-4549-a482-14b201520eef,8.3207,26.0863,1.3598,241.513,8.3637,-3.2567,-4.1428,0.1646,0,274954.66152903164,2937323.5578088034,-814.9228452,238166.02942200936,36788.63210702197,2938442.924299586,-818.3692441,0.055561167,0.5935564973433455,-10338468.31,-0.239190672,0.007433984,10.682937839548732,0.013477656703228024,1.3211795230520686
geo-983b6d59-64d5-4c10-83bb-75253b7dc778,10.022,26.677,1.0171,246.9268,7.8974,-4.6413,-3.0277,3.542,0,428442.9886223043,3353399.868312182,-90.41110227,392654.93255143845,35788.05607086496,3371386.9416170893,-96.25445693,0.095125047,0.7445385491616191,-4076102.747,-0.132027541,0.007947447,7.826945375148589,0.017606381426555885,3.5603705481896952
geo-9856684a-8768-4333-8dee-6e07f3d73e52,9.2965,31.7749,1.2142,250.4804,8.5923,-3.6405,-5.1287,0.4846,0,246825.7643567637,3120233.019790778,3903.254727602814,208631.69042673876,38194.07393,3122214.113703926,3898.158173939946,0.051850409,0.6554638204810489,-10501296.89,-0.281966452,0.008025006,12.641439713241475,0.014710522672206246,1.57802459
geo-9871c0a5-0042-4268-a43f-70453ceaca2f,10.7493,29.3637,1.2186,244.3892,3.2122,-4.4395,-2.9643,2.9186,0,105329.55785120264,2249142.6333059226,113.52031978167744,65304.43756142273,40025.120289779545,2250041.255580604,117.89888009805972,0.022104473,0.4720053211147262,-6289495.657,-0.183944741,0.008399632,21.353385309784027,0.006597262,1.0238261785088387
geo-98746336-45d6-4620-b13f-2cb02c287b6c,7.6293,34.3234,1.3338,257.3491,7.4612,-6.1483,-7.1353,1.3703,0,101390.29897001476,2079627.6155929123,-105.0419144,60702.39596753805,40687.90300247793,2081260.7219833971,-104.6935278,0.02062927,0.4231292362635363,-7567645.276,-0.170947274,0.008278478,20.51111039930874,0.007469843,0.8516962471545505
geo-9883df72-8094-4dcf-95a6-2604ed668c1e,9.5697,36.2258,1.1193,242.9162,7.683,-3.3963,-3.4718,0.2178,0,161069.75772800154,2917823.746089105,75.61183247404973,122206.99231341464,38862.76541458748,2918708.8180031017,75.54606044125998,0.034743581,0.6293896948323117,-10877906.8,-0.323706941,0.008382856,18.11527990882339,0.013176226738113849,2.482164346238167
geo-98b3b7b8-4da8-4ac9-8a74-5f74110f1278,9.8808,36.5102,1.3469,241.009,8.7066,-4.5876,-1.5072,2.4745,0,389710.1977689179,3420354.517588737,144.23735961672173,354589.7487884186,35120.44898050011,3432946.6666040085,168.9006802584105,0.07901811,0.6935152057824555,-11362502.94,-0.289246367,0.007121027,8.776661573574888,0.015494229841849734,2.7474708566646506
geo-98cd7c97-4014-4232-975b-af652247cdcd,8.2049,31.6905,1.2815,249.0192,3.7975,-4.7922,-5.8695,0.5459,0,61867.93795335666,328798.7586891639,4.381357733306942,21821.71173242777,40046.22622092878,328923.37246794434,5.396359435707822,0.012764516,0.067837351,-1691180.263,-0.041205934,0.008262244,5.314525900912577,0.000178531,2.1079502024641594
