AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,mach,Cl,Cm,Cd
7.6743,30.762,1.213,6.4969,5.231,-6.5049,-3.3885,2.3864,0.8,0.3398224812878293,-0.1183351289323271,0.0167497717151344
8.8981,34.6663,1.1587,6.20672368,5.9531,-6.4696,-3.5775,0.5723,0.85,0.2054606278569823,-0.1058568600483427,0.0131936789824194
10.0928,27.0908,1.087,6.1112,7.9958,-5.6832,-4.5973,0.4834,0.8,0.5245233234705464,-0.1707509485509495,0.0222828466826615
9.5867,27.4662,1.3459,6.2065,4.0179,-3.3178,-5.9688,3.4231,0.8,0.6315391826001413,-0.1907528451012468,0.0302668484981546
8.1297,36.0564,1.3177,6.13594658,6.1327,-3.9615,-4.7294,0.5723,0.75,0.3674073753492273,-0.1791350204098694,0.0169851882189432
10.2079,29.0767,1.0173,6.1074,8.3288,-3.582,-2.0785,2.7833,0.8,0.7620641019319296,-0.1366707345070887,0.0901657261440273
10.7066,27.5629,1.3894,6.1778,6.5244,-6.5305,-1.7039,0.1669,0.825,0.2981039189111682,-0.1566259268969111,0.014467451261634
10.8306,36.7532,1.3323,6.3031,4.8649,-5.6305,-4.605,2.2805,0.75,0.3188202830220991,-0.1326106402079978,0.0149079646209916
8.7699,31.7227,1.1082,6.503,5.9714,-3.1183,-3.1517,2.6563,0.775,0.744532135573894,-0.2422671167710537,0.0430344013612137
8.4614,28.3467,1.0843,6.45338816,4.315,-6.7592,-6.0835,2.4751,0.85,0.1924671180903747,-0.0304736551672683,0.0148179308979011
9.704,30.3967,1.3301,6.34817628,7.7566,-4.8715,-6.3914,0.98,0.85,0.5312923770539667,-0.235201437482363,0.0337492265080325
7.5784,36.5171,1.045,6.31607576,4.4679,-6.3168,-3.219,1.5555,0.75,0.1576510053000204,-0.0589640502347703,0.0127094839280589
10.5273,30.4257,1.0368,6.22973862,5.0815,-5.2574,-3.816,0.9715,0.85,0.2966026039385482,-0.1053435951449928,0.0152082713180204
10.829,27.478,1.0406,6.171631039999999,4.1751,-4.5279,-7.4175,0.21,0.75,0.0647883308298371,-0.0076271418171504,0.0137730066840112
7.5608,32.7702,1.3433,6.49027404,6.8964,-6.2481,-2.305,2.5529,0.85,0.5786992092232202,-0.2410456930975257,0.0352173635028184
7.6359,29.1449,1.2027,6.2052835,6.5492,-5.7039,-6.9729,3.7993,0.75,0.6016472163519188,-0.1402338606667228,0.0300867791704619
7.5491,29.7749,1.274,6.1658,5.7021,-5.6649,-5.5003,3.7236,0.775,0.5548981413230826,-0.149405423245292,0.0264701462213003
10.6957,32.6767,1.1573,6.3665,3.1184,-5.5397,-4.3176,3.9506,0.775,0.371267340675727,-0.0898045506676813,0.0165569404536075
10.3018,29.478,1.1099,6.184,8.4139,-5.9124,-1.5948,3.4994,0.8,0.7496113421329461,-0.2201433382966657,0.072447646345909
10.8486,32.1975,1.1313,6.1991,8.1726,-4.6617,-2.4014,0.1571,0.75,0.5636075431437703,-0.2683522217816658,0.0232422190237485
7.5142,28.495,1.0224,6.29353072,4.3224,-5.5245,-4.2293,3.4736,0.85,0.5064686265480705,-0.1099210455324819,0.026581430030394
9.0617,27.5602,1.3706,6.174130399999999,7.9778,-6.6622,-4.1149,1.261,0.75,0.4711041559837566,-0.1659991961597982,0.0205013053123077
8.6737,37.0349,1.1642,6.385643819999999,4.2153,-5.5948,-1.5075,1.124,0.85,0.1868686570420991,-0.1172661592227883,0.0129081983583389
8.8032,26.4253,1.275,6.4361,5.6787,-5.8548,-5.7447,1.939,0.8,0.3743393216174244,-0.1140328328047114,0.0178177916174293
9.7264,35.0542,1.077,6.23463066,7.823,-4.4905,-6.3607,1.3626,0.85,0.6307098028037873,-0.2284300436657426,0.0353586860197022
7.7371,25.6376,1.2019,6.5011,6.8883,-4.958,-7.2626,1.4079,0.825,0.5129181170682112,-0.1582531247122859,0.0262187861204188
8.6401,35.4452,1.2785,6.22083592,4.0487,-6.8995,-6.9764,0.5546,0.85,-0.1241670156076234,0.082227376360805,0.0210631725056628
10.8119,33.2993,1.0089,6.099,8.6374,-5.4758,-2.7941,0.3486,0.825,0.602588644772642,-0.2217300247892633,0.0277705739247891
10.6121,36.1119,1.3086,6.17334046,4.3854,-5.2697,-5.1167,0.7773,0.85,0.1366228621392815,-0.059839965834349,0.0123483184135107
9.5166,34.2839,1.0824,6.1743,5.5021,-5.1907,-1.6029,3.1509,0.8,0.6133640847078433,-0.2160023091000016,0.0276314778337378
8.6195,36.78,1.1876,6.5407,5.5206,-6.8037,-6.7046,1.2709,0.8,0.1372485807909985,-0.0330423049634834,0.0133901502115306
9.571,34.2906,1.3478,6.5518,3.6819,-6.5315,-2.7428,0.4509,0.775,-0.0304441702817918,-0.0035148652629612,0.0117155925905686
8.1917,28.763,1.0681,6.1187,4.9879,-3.2761,-4.9113,0.919,0.775,0.3942206784757324,-0.1328863706279034,0.018199448675115
7.8156,27.5218,1.2024,6.23679474,7.7041,-3.0879,-3.335,2.3972,0.85,0.7132975641236043,-0.2268644217065139,0.0860378647000825
8.2693,33.3446,1.2722,6.4913,5.8565,-5.2905,-3.3227,2.0474,0.75,0.4351309957056737,-0.1767665070261309,0.0194869662606154
9.6307,28.0226,1.0572,6.4428624,6.5197,-5.5264,-4.0426,1.7153,0.85,0.4962604228558859,-0.1634936250978322,0.0303202546752953
9.6481,30.9286,1.061,6.1767,8.2909,-5.0513,-3.6482,1.5014,0.825,0.6620251759618,-0.2429359922605943,0.0439873106788375
7.9125,31.7996,1.0323,6.1432,4.4213,-4.0136,-3.2458,3.3954,0.8,0.5964529700412202,-0.1438666736103162,0.0278704462352554
9.7043,29.3475,1.3173,6.40509006,6.5111,-6.1311,-5.866,3.0544,0.85,0.5223638863656316,-0.1901938284984924,0.0360663933261848
8.9213,32.8777,1.145,6.3669,3.0431,-4.1341,-3.3617,2.9375,0.825,0.39391192023858,-0.1415257657231505,0.0176624670096768
10.7842,28.2966,1.1262,6.2215,4.768,-3.3247,-5.9673,0.3094,0.8,0.2997988654695757,-0.1211249325594603,0.0152184030226304
9.2773,30.8345,1.0502,6.3896,8.6152,-4.7738,-6.6888,2.4985,0.8,0.7094527094306473,-0.198969667597281,0.0512367403480103
7.8719,28.4143,1.0219,6.2199,4.2746,-6.1762,-3.797,1.7663,0.8,0.1929709909857059,-0.0556092598784788,0.0134870905805002
8.7384,34.2154,1.0909,6.2272,7.8314,-4.1981,-7.3435,3.5996,0.8,0.7289854854726637,-0.2171027796808385,0.0562997783314025
9.8887,30.5388,1.0283,6.39182618,3.1498,-4.6407,-6.9882,0.5116,0.85,-0.0551649268371618,0.0336458885818196,0.0179825243245727
7.6626,35.4247,1.3785,6.4217,4.942,-5.7601,-5.2711,0.6776,0.775,0.1303059280841461,-0.0661184889031602,0.0121808355309257
8.185,26.861,1.022,6.0993528,4.7338,-4.7892,-2.8987,3.7511,0.75,0.6099990415516567,-0.1060780092520077,0.0281367250040332
10.9379,33.6445,1.1187,6.394074079999999,3.7995,-3.3675,-6.957,1.8162,0.75,0.3087025156519904,-0.0899858246818656,0.0154889538396012
7.6825,35.5126,1.088,6.12555036,4.6118,-3.1335,-1.5937,1.2034,0.85,0.4637386634721491,-0.2177190930667618,0.0223066089290919
7.5604,33.7019,1.2551,6.25195346,5.9189,-3.7959,-6.6029,3.7069,0.75,0.6518919989099192,-0.1983955475203365,0.0344038404863192
10.9715,31.2713,1.2533,6.2925,4.7672,-6.3644,-2.1603,2.7169,0.775,0.3848351507306317,-0.1501072357573117,0.0164037095960616
9.0515,29.0195,1.298,6.4788,6.6377,-3.6954,-6.1614,2.0798,0.775,0.6623465822107789,-0.2215560326251876,0.0324341429341756
10.1101,34.3091,1.2898,6.4071,3.7015,-5.5381,-7.1914,1.38,0.825,0.0706751703698808,0.0093921599741857,0.0133853521556635
10.4966,32.3166,1.2707,6.4026,6.1256,-6.477,-6.36,3.8031,0.775,0.5572540343193358,-0.1592321655139068,0.024758919592063
8.6402,26.2779,1.0254,6.3693294,4.154,-6.8718,-6.802,2.2546,0.85,0.1036716451461571,0.008950876674964,0.0163959567374579
7.6593,29.3041,1.2833,6.1717,7.7796,-4.2111,-2.2424,0.1041,0.75,0.5326560491396435,-0.2180525773455589,0.0250273558205997
7.5348,35.7522,1.0551,6.1096,3.4331,-4.8016,-2.9909,2.9765,0.8,0.3429863592537113,-0.1055458802847083,0.016568362624843
10.6584,35.4246,1.0882,6.517,5.1141,-4.3896,-4.9749,1.0045,0.8,0.3068523374986668,-0.12907321128795,0.0151848225764876
8.6039,31.9464,1.2691,6.16428028,8.1066,-4.6192,-6.5424,2.6737,0.85,0.6589178724480713,-0.2419929244510163,0.0602366831336937
8.0204,25.6563,1.3828,6.449380039999999,4.1586,-5.254,-2.7316,1.1213,0.85,0.2347881236572868,-0.1085000793570972,0.0158680106175186
9.1778,35.6359,1.1533,6.4664,5.9183,-3.7343,-5.7335,1.3249,0.8,0.4598479566309897,-0.1949021413585323,0.0200291846509309
8.0579,35.3077,1.1973,6.4194,3.3952,-6.1138,-3.483,0.0824,0.825,-0.10054560927185,0.0126515541782868,0.0130772089362351
10.0398,28.2855,1.3378,6.335080039999999,7.9935,-4.8073,-5.6236,2.2951,0.85,0.630265856400769,-0.2380964300905518,0.0603204642955453
10.7968,25.3342,1.2186,6.514,7.1113,-6.6853,-6.3479,2.4549,0.775,0.5343440775726854,-0.1319454297554564,0.0240973669169123
9.8145,25.3721,1.2542,6.5409,4.3644,-3.9046,-4.8577,1.7637,0.825,0.4568204431965784,-0.16015330921023,0.0211108818649285
10.4433,27.8086,1.3231,6.3372,8.3602,-3.3294,-7.2616,2.5202,0.75,0.7590092527338305,-0.2762137441438276,0.0592255078481539
7.6634,30.4344,1.3207,6.2626,8.4141,-5.5868,-4.3185,3.7812,0.775,0.7261009596569316,-0.2485430691725103,0.05969348752743
9.7733,29.731,1.0215,6.5462,5.4736,-3.8186,-4.6454,2.966,0.8,0.7167579391981851,-0.163295024300325,0.0369121456328871
10.237,30.8207,1.2205,6.2528,3.4514,-3.5348,-2.9323,2.5469,0.775,0.4496202608215993,-0.1809658594034845,0.0185954859275322
9.0001,29.6099,1.2928,6.4501,7.2423,-5.5638,-5.2566,3.511,0.8,0.6608148795965723,-0.2360436923416116,0.0451658785275844
9.6263,32.91,1.3025,6.1197,8.146,-6.3319,-5.9171,3.2437,0.75,0.6790940108193169,-0.224540899521039,0.0337210353447218
10.1343,34.0151,1.3167,6.107889739999999,3.3142,-6.82,-1.7477,2.0823,0.85,0.1115163899477935,-0.0481697786086781,0.0119466421735445
8.7209,32.3332,1.1645,6.1329,3.0968,-5.4741,-5.9227,2.0984,0.75,0.1204039860791469,-0.0193047651131167,0.012713320800034
7.8583,30.3678,1.2899,6.4415,6.6602,-4.7664,-6.5196,3.5163,0.775,0.6918927169044379,-0.198262873606882,0.0374464269105261
9.879,26.2916,1.0222,6.3434,8.2084,-3.4914,-2.7061,1.8718,0.775,0.7794601257008322,-0.1933114645896083,0.0689579661747489
10.7075,36.9451,1.163,6.141,8.2031,-3.189,-7.0764,1.8783,0.8,0.6935532894264851,-0.2983723397123088,0.0455695165730703
8.0551,36.4073,1.278,6.3685,4.9776,-6.8075,-3.1219,0.2543,0.8,0.0425632296506746,-0.0440677096871687,0.0114253016184175
9.508,36.4638,1.0712,6.3467,5.8838,-6.5893,-3.8445,2.6646,0.8,0.4063181852087252,-0.1241087861361901,0.0177508699850944
8.8244,29.7323,1.1254,6.3345,3.0299,-4.3127,-7.465,2.3062,0.75,0.2048374883369823,-0.0347548421720199,0.0143973842873295
9.1146,32.0816,1.3124,6.4051,6.976,-4.1968,-4.0924,1.0184,0.775,0.5401183444058174,-0.2362786656419839,0.0235609814511396
9.1544,36.4037,1.1708,6.3067,7.9414,-5.3998,-5.6687,1.0268,0.825,0.5151912454371217,-0.2211102539981301,0.0224065097992725
9.2896,27.8177,1.0616,6.14309414,3.9301,-6.2477,-7.0237,1.2446,0.75,0.0204401824858267,0.0161600885230452,0.0139772325221947
8.8916,27.4586,1.3476,6.3546,6.0019,-4.1524,-7.4786,2.5356,0.825,0.5417252096707317,-0.1870336589840459,0.0349553607602078
9.6749,30.1606,1.0934,6.5131,7.8819,-4.4684,-7.3779,2.9769,0.775,0.6914336973512961,-0.195784446936219,0.0469895680701756
8.7017,28.2715,1.1584,6.3511,6.522,-4.6358,-6.5807,3.5892,0.775,0.6332138602947356,-0.1756076673303903,0.0409761641215858
7.8619,33.2243,1.3788,6.2179,6.1869,-6.7934,-2.5564,3.743,0.8,0.5748384191371269,-0.2010531275177482,0.0269626688417139
8.1523,36.803,1.1501,6.341,7.4234,-4.1898,-4.0292,2.001,0.75,0.6150954861295167,-0.2442824231691364,0.0302341524514233
9.2768,37.3484,1.2319,6.3229,5.8898,-3.7322,-2.1495,0.9409,0.8,0.4665089151489598,-0.2651660722586564,0.0201308610423509
9.8908,27.5472,1.2173,6.2212,6.6103,-4.2345,-6.8894,0.2508,0.775,0.3861951100478236,-0.143351729709469,0.0176950000458712
10.5169,26.3064,1.1599,6.2554,3.5403,-6.2158,-2.2668,1.1774,0.75,0.0829928036390427,-0.043943248011681,0.012109766372925
10.5634,29.2127,1.2784,6.1106,4.8444,-6.2504,-5.6545,3.1457,0.75,0.3811183551130162,-0.0958574288522334,0.0171151799347879
9.3338,29.3952,1.0574,6.32793502,3.0404,-6.3244,-4.6255,1.9647,0.85,0.0307813472768956,0.0120440494800209,0.0142232602660619
9.8876,25.3636,1.2455,6.14362246,4.6688,-6.5308,-5.2749,1.5074,0.85,0.1626481832318606,-0.0438918865279452,0.0147990280363361
10.1615,25.4989,1.3013,6.5527,8.3435,-5.7828,-2.6944,3.4374,0.775,0.7642719932170727,-0.2587011067817692,0.0666960963207252
9.3531,27.2404,1.2479,6.2965,3.0552,-6.9038,-1.8202,2.2309,0.75,0.1066386145223293,-0.0376825939341248,0.0120450611598192
7.985,27.5538,1.1382,6.42959598,8.3509,-6.267,-2.7255,1.5559,0.85,0.5675144941246038,-0.2062759265099219,0.0442557269173468
8.0677,34.9771,1.3083,6.3108,5.3878,-6.5461,-4.0232,1.2322,0.8,0.1980453178590667,-0.0905174402660929,0.0129783767556842
8.4754,29.7247,1.3613,6.3145,8.0888,-6.5772,-3.3105,1.5554,0.825,0.5311190153987629,-0.2239320938045252,0.030001220361219
9.1092,34.5852,1.3856,6.4288,8.2201,-4.8307,-6.3078,0.076,0.75,0.4316136303444301,-0.2039790042722047,0.0192377078275415
10.5987,27.4161,1.3187,6.3237,8.8937,-5.0576,-6.2575,0.0055,0.8,0.5537861761924078,-0.2301588712492238,0.0280276130929736
10.1926,27.6335,1.0255,6.431561939999999,4.7712,-3.218,-5.5817,3.082,0.85,0.5960036737766572,-0.1313276899351191,0.047727686551503
10.304,32.6079,1.1337,6.1926,6.9194,-3.243,-4.5103,0.414,0.8,0.5741594405489256,-0.2553901013785639,0.0243577420260873
8.1277,28.3048,1.2592,6.2287,8.6015,-6.8152,-6.4574,2.7016,0.775,0.6455893412207774,-0.1748419679528962,0.0327192925808593
9.283,34.3511,1.1425,6.1149,4.6161,-3.6496,-3.3123,0.6681,0.825,0.32193808649613,-0.168897265762045,0.0153862639895853
8.0566,32.6588,1.1239,6.1412,5.7552,-4.3578,-6.1857,1.1347,0.8,0.3697127308166998,-0.1331200967805938,0.0174883242501561
9.0957,36.9741,1.1644,6.3227,8.2361,-5.9288,-6.3388,1.3424,0.8,0.4961359683394472,-0.1954622159584539,0.0218149618913805
10.3234,34.2182,1.2482,6.1613,8.1339,-6.33,-2.656,0.7793,0.775,0.4809637784604835,-0.2385821631398077,0.0196322408506433
7.559,33.7318,1.0393,6.273,8.6344,-4.964,-2.2513,1.2546,0.775,0.6712270570642874,-0.2156354572596917,0.0367088731934309
8.6667,25.8816,1.1424,6.186,7.4915,-5.7809,-5.0616,2.6078,0.8,0.5927564618510245,-0.1748379713696934,0.0378460448452789
9.7312,27.4906,1.3064,6.300495399999999,8.8356,-5.0253,-3.3907,0.7157,0.75,0.6734402042415393,-0.253144460754268,0.0318220729277202
9.7066,26.7814,1.3417,6.2425,3.5341,-4.4109,-5.9461,3.3928,0.8,0.4595530661643793,-0.1223921125229382,0.0201404759689033
10.4386,30.0096,1.0363,6.2015,4.6869,-4.2904,-2.7037,0.5714,0.75,0.279533185837905,-0.1208400425713209,0.0145400485521381
10.0765,26.0026,1.0024,6.3072,3.8794,-6.959,-3.0301,0.085,0.8,-0.1376868885487258,-0.0017253017243019,0.0153361188624284
7.8544,32.798,1.1461,6.1205,3.8258,-5.9568,-3.0586,0.9022,0.775,0.0747429872723084,-0.0495220461557024,0.0116222265299764
9.6693,36.7564,1.301,6.2679326,6.3451,-5.164,-5.968,1.2574,0.85,0.4071077948553869,-0.1870539763526768,0.0179170251560116
9.4724,36.9804,1.303,6.2136,8.3572,-6.0562,-4.8156,1.2946,0.775,0.508943417533274,-0.2361539286949495,0.0217571222574779
9.1536,36.579,1.3499,6.2396,4.3728,-6.7177,-6.7211,0.087,0.8,-0.0923308387118566,0.0623984171836919,0.0151081809928338
10.4761,30.662,1.1051,6.2696,5.3615,-4.9539,-2.9218,1.457,0.775,0.4037968054013001,-0.159182945433336,0.0172094354457816
9.9234,35.0217,1.1837,6.351231899999999,7.4135,-6.9656,-4.2463,2.3198,0.85,0.529374655174094,-0.2140270315504798,0.0250297882725825
8.5673,29.552,1.0431,6.1616,4.3358,-5.1251,-5.0948,3.3795,0.775,0.4516830252743979,-0.0846521022296885,0.0200468525918743
10.4191,28.0279,1.1332,6.5096,8.6601,-6.5846,-5.8908,0.3934,0.775,0.4443773448367845,-0.1509740040926403,0.0196552002410675
9.0293,26.5831,1.3173,6.2757,8.0736,-4.806,-3.2582,0.5981,0.825,0.5789037823750894,-0.2469024459715121,0.0387821825301486
8.0029,33.298,1.2502,6.2482,6.521,-5.1369,-1.9375,3.8857,0.8,0.7265765043242236,-0.260666648046567,0.0530652331935854
9.9972,33.096,1.0974,6.2659,7.4886,-3.7505,-2.9852,1.2699,0.8,0.7304935382060049,-0.2960944693337402,0.0395662787973233
8.9967,26.8728,1.2058,6.15279186,4.9469,-3.601,-5.3003,0.9715,0.75,0.3663939463178122,-0.1317863796349738,0.0168997705949255
9.3823,26.1444,1.2317,6.522585379999999,3.3767,-3.4422,-4.0684,3.7956,0.85,0.5456710824889373,-0.1682916717246997,0.0434415839470268
8.6155,26.8894,1.191,6.0963,7.6757,-3.2004,-4.5098,3.9285,0.825,0.773986669905981,-0.197184128506257,0.1025864595087559
8.7424,32.6271,1.2451,6.21799874,3.4738,-3.8856,-5.8966,1.4745,0.85,0.2407086978815925,-0.0976891806084404,0.0140772873596552
8.4092,35.3852,1.2541,6.3689103,6.0272,-5.7743,-1.949,2.5726,0.75,0.483016763475766,-0.2055704652849386,0.0211835465275984
8.0191,32.4272,1.1602,6.49608302,8.7895,-4.6247,-4.689,2.3732,0.85,0.6998232986653796,-0.24014389078761,0.0705825808786167
7.9749,26.0645,1.0201,6.54417538,6.5119,-6.4073,-3.7393,1.1905,0.75,0.3358208302470669,-0.0945657586218633,0.0169218709853343
7.7459,30.4263,1.2012,6.2124,4.6625,-4.5094,-2.4245,2.3177,0.75,0.4415511138290666,-0.1574270212550313,0.0200043227497058
10.7744,33.0959,1.3462,6.326,5.2478,-3.9451,-3.4628,0.3144,0.775,0.3189014646177949,-0.1830148991904084,0.014837727620159
10.3813,30.0214,1.1658,6.2167,4.6087,-5.2629,-6.884,2.1629,0.775,0.3008953923866769,-0.0682838311058886,0.0156553011874712
7.8776,25.1345,1.2118,6.4117,7.7808,-4.0971,-4.7599,1.0652,0.825,0.595160414979867,-0.2116390686997478,0.0445512381106252
9.6209,26.7374,1.2076,6.3773,5.5705,-6.2138,-6.421,3.7283,0.825,0.4868915628846451,-0.1301644122326427,0.0304535914385222
7.8753,33.6364,1.1242,6.3786,4.1624,-4.9627,-3.5282,0.8497,0.8,0.1695169277028961,-0.0884911777730599,0.0128288178162822
9.7206,25.692,1.2599,6.3031,5.2995,-6.9717,-2.092,3.6343,0.8,0.5588561640337502,-0.1589153867779076,0.024267945159602
7.5087,33.9865,1.1187,6.51839184,6.9376,-5.2294,-6.9447,3.3942,0.75,0.5971649239519712,-0.1574927778593545,0.0297882358372259
9.1104,37.0777,1.086,6.2296,3.2318,-4.669,-4.6434,3.5227,0.825,0.3784862434519501,-0.1069122868939246,0.0169971708091878
8.2221,25.5428,1.0803,6.3508,3.885,-6.3851,-4.3578,0.8001,0.8,-0.0004232891397442,-0.0239211111394143,0.0127709140664833
10.0813,29.8825,1.3875,6.2176914,4.3579,-5.3397,-4.0305,3.3778,0.85,0.4740370328404574,-0.1876155626436967,0.0277772646476358
9.9969,26.0562,1.3604,6.2736,3.3433,-6.7599,-5.7578,0.12,0.825,-0.2258730990426351,0.076229960203304,0.0318679115377602
8.4997,34.6972,1.2693,6.2105,3.4203,-5.0824,-5.1664,3.62,0.775,0.3598552085519028,-0.1112638853310309,0.0167518373650065
10.3742,37.4681,1.0031,6.3476,4.9619,-4.1848,-5.5554,1.8779,0.825,0.3920540687154003,-0.1002101387788889,0.0172030834113881
10.711,32.4762,1.1025,6.1912119,3.305,-6.3972,-2.8962,3.99,0.85,0.3999745644644495,-0.0973633453140601,0.0177850073880604
8.5574,27.9346,1.2844,6.525110139999999,8.6658,-5.4514,-5.7105,2.0561,0.85,0.6113340981017952,-0.2216747285432114,0.0559884525287475
9.6522,36.6922,1.3627,6.262809419999999,3.9079,-5.6598,-5.5786,1.0919,0.75,0.0814012713544416,-0.0208749608252012,0.0119995794529362
7.5004,35.3844,1.3801,6.3871,4.6373,-6.1797,-4.9008,0.5821,0.8,0.0665626487542229,-0.0424899970583145,0.0116034593613058
7.6646,35.3193,1.366,6.3055,7.1975,-4.653,-4.8449,1.4312,0.825,0.5543058693534081,-0.2403758082168359,0.0261330681839
8.6811,27.9778,1.3179,6.1501,4.5464,-5.1902,-2.1478,1.8722,0.75,0.351480319817894,-0.1340012286256484,0.0161682865719914
8.7288,33.0488,1.0542,6.43806434,8.8099,-6.8399,-5.2527,0.0749,0.85,0.4118573198952459,-0.1570296094343621,0.0192649053977104
9.1709,33.4946,1.1126,6.53338546,4.8696,-6.0614,-3.9717,3.1595,0.75,0.3962944568601129,-0.11269728792869,0.0177942156923833
8.7409,29.4489,1.0183,6.40533898,8.1843,-5.1,-2.7874,3.6134,0.85,0.7395369328647892,-0.1392504462992009,0.0895850540066948
8.4727,36.8326,1.2448,6.1216,6.0791,-4.0781,-5.1949,1.7986,0.75,0.4685476877083556,-0.2005469734979418,0.0204337446133706
8.1075,27.4453,1.1335,6.5494,8.1159,-3.7927,-2.4946,2.9303,0.825,0.7490342315854014,-0.2073080337119239,0.0907075964178288
8.542,33.8771,1.272,6.3739,4.752,-5.9934,-2.7137,3.3372,0.8,0.4502332816073381,-0.1685566640606775,0.0197482710834801
8.8066,35.9209,1.0241,6.4699,5.2061,-3.048,-6.7224,2.8413,0.8,0.594207152471885,-0.1423168512176651,0.0276424998191255
9.5207,35.8155,1.2863,6.2646,8.9282,-3.444,-3.9547,2.0345,0.8,0.7100806144587045,-0.2838915148562511,0.0698023586097847
7.9457,34.9945,1.0118,6.3072,5.8809,-4.5246,-3.7864,1.6643,0.8,0.4552500949575758,-0.1421461875461367,0.0205463937134893
8.0848,27.9796,1.3252,6.2198,8.1484,-5.592,-6.1688,2.3718,0.75,0.6399952793603977,-0.1833805578176781,0.0322064036068969
8.696,35.0005,1.0156,6.4028,8.5758,-5.6569,-5.3986,3.1465,0.8,0.6922750352659792,-0.1755885914736925,0.0466132297762118
8.3989,29.2037,1.3207,6.3712,7.8005,-5.1017,-3.6122,3.9267,0.75,0.7311248868814791,-0.2407684372087344,0.0605660940023671
10.7708,33.2987,1.0993,6.499524719999999,5.8503,-5.0524,-5.1692,3.2369,0.85,0.604590347726675,-0.2060495942334158,0.0360853757187425
10.0488,36.6132,1.2116,6.50814548,6.5328,-3.2581,-5.2902,0.7948,0.75,0.4801889406973996,-0.2429118818899378,0.0202401390751208
10.7825,27.292,1.0185,6.2089,6.6649,-6.2028,-1.5313,1.1052,0.8,0.4704517118932373,-0.1495929417045162,0.0193963802875027
7.9558,32.9673,1.278,6.52563846,6.3678,-4.9516,-5.6076,0.4517,0.85,0.3406049581173017,-0.1632648872309306,0.0170684985173073
9.1553,25.3086,1.0504,6.27105426,5.4472,-6.9576,-6.2845,3.7049,0.75,0.4381488089234845,-0.0459410589525119,0.0203974013449101
8.0303,32.5291,1.2664,6.364,4.8764,-3.6192,-7.2331,1.4561,0.75,0.3394405244814608,-0.1237220600467219,0.0168699672922297
9.9666,30.0002,1.3087,6.217,6.836,-5.8154,-4.1514,2.7019,0.775,0.6188532199169997,-0.2149695377641936,0.0273588384969639
10.2839,26.7952,1.1312,6.1358,6.2523,-4.725,-2.2952,2.6744,0.775,0.7425920395540526,-0.2271558657327906,0.0378088060815114
9.5778,34.6638,1.0807,6.2616,8.8075,-3.2355,-1.5538,1.5788,0.8,0.731245597234333,-0.2372920105915477,0.0746892563208732
8.0791,35.967,1.2003,6.3557,5.07,-5.8292,-4.3193,3.5109,0.775,0.4486916805116796,-0.1511622490192,0.0201295480780474
10.6125,28.5854,1.3619,6.5359,6.3902,-5.4431,-6.837,3.1269,0.775,0.617145186574868,-0.1834510529614979,0.0287741743834678
7.6785,34.553,1.2556,6.3733,8.9926,-3.1304,-6.6266,0.5193,0.825,0.6904671641475768,-0.2982626772922384,0.0465970692710953
9.2544,30.7781,1.063,6.09812598,7.9399,-3.8481,-7.2858,2.5211,0.75,0.7714379094405864,-0.175194358605943,0.0438172049589673
10.3158,25.4834,1.1843,6.546047359999999,8.1253,-4.1089,-7.352,3.4548,0.85,0.7132629733366308,-0.186635602598871,0.0905603003627981
10.6502,30.8445,1.2189,6.55183602,7.7546,-4.2532,-4.3078,0.7934,0.85,0.6107192916386497,-0.2856151871329938,0.0424093987020043
9.9873,36.3104,1.1809,6.170129899999999,5.1838,-3.4545,-1.5539,2.5709,0.75,0.5916689360053419,-0.2808452508355356,0.0266382763005577
8.5527,25.8768,1.248,6.5199,7.7232,-5.1655,-6.6295,0.464,0.825,0.4977415948628166,-0.1802131767611222,0.0245794672181285
9.1164,29.573,1.1711,6.11119174,7.2344,-6.2921,-4.4799,3.1822,0.85,0.5935630355672881,-0.1984364847023904,0.0459414802128565
7.6591,30.2729,1.383,6.3592,6.3027,-3.2717,-2.5717,0.6051,0.8,0.5459158005803163,-0.2307842510810117,0.026209111061732
10.9812,26.4749,1.373,6.2563,6.8755,-5.5996,-2.6714,1.3821,0.825,0.5580140581416013,-0.2427795858679393,0.0312187716520884
7.8951,27.2546,1.3705,6.5262,6.0562,-5.1644,-5.7082,3.2795,0.775,0.5969737515077053,-0.1610426189937517,0.0292043762928268
10.9456,25.0251,1.1992,6.0965,6.4537,-6.525,-5.006,0.7443,0.75,0.2725154620540669,-0.088144400447353,0.0146514961650155
8.9778,34.6628,1.3304,6.1745,7.7192,-5.403,-4.8555,0.3664,0.775,0.4085565948552987,-0.1949765697826029,0.0180089444663486
10.8972,34.9671,1.035,6.466860319999999,8.992,-5.8906,-5.3407,3.591,0.75,0.7513380555223987,-0.1217375732618334,0.0529179262952846
9.2349,30.5572,1.2081,6.30136662,4.8181,-6.9807,-6.2482,1.9529,0.75,0.1524000194603789,-0.024524450099864,0.013584630967276
10.8615,37.0814,1.2385,6.4551,7.1962,-4.8356,-5.5152,3.0977,0.8,0.7147975491993017,-0.2992505658448595,0.0386303912577891
