AR,D_f,Lambda_c_4,alpha,mac,mach,twist_r,twist_t,Cd,Cf,Cl,Cm
8.3232,6.4111276,34.7109,0.2635,8.101137,0.7,6.7384,-4.5084,0.013521445,0.0091878995,0.19868906,-0.09414747
9.5358,6.220793,36.2807,3.5474,8.080284,0.7,4.0567,-3.1125,0.021853523,0.008766342,0.5230588,-0.21986169
8.8889,6.352944,34.4092,1.3752,8.289901,0.7,5.0465,-5.3578,0.01693316,0.008955552,0.35759762,-0.14132677
7.9182,6.498039,30.3333,0.6394,9.060791,0.7,7.2834,-1.2958,0.021841697,0.008842185,0.47633135,-0.19080785
9.5977,6.4750466,30.1537,3.0471,7.698749,0.7,7.5541,-2.3771,0.04294801,0.008670857,0.76444954,-0.22847302
8.5411,6.358641,31.5115,2.5005,7.590959,0.7,6.3216,-7.8036,0.017239043,0.009366667,0.33163953,-0.053780727
10.0472,6.2683973,26.9308,1.2921,6.891208,0.7,5.0105,-2.177,0.018145505,0.009481813,0.42219546,-0.123397194
9.2617,6.3268633,31.4802,3.74,7.320026,0.7,6.2542,-1.0017,0.039945476,0.008853443,0.74168336,-0.18806395
8.9782,6.1948924,29.9339,0.376,7.206972,0.7,7.8283,-5.6809,0.01596141,0.009459768,0.28807917,-0.06406948
9.5719,6.3939013,36.7453,2.2457,7.654018,0.7,8.2151,0.7412,0.03735125,0.008567528,0.6910397,-0.29046714
8.214,6.118606,32.3986,2.0634,8.233728,0.7,6.0196,-3.4921,0.02334745,0.008871532,0.522794,-0.17623428
10.5606,6.2162895,30.6337,0.5539,7.11453,0.7,6.4243,-5.1438,0.015102033,0.009265016,0.28747642,-0.09937621
9.9758,6.351524,33.8693,3.9477,7.794184,0.7,3.3792,-5.7107,0.017153231,0.009043105,0.39396104,-0.12753578
8.7504,6.3623977,31.4197,0.2904,8.633802,0.7,4.4857,-4.6672,0.011425464,0.008798312,0.037511062,-0.042396825
8.2283,6.34649,34.2195,3.9462,7.852849,0.7,8.6048,-0.3277,0.042392198,0.008667833,0.72967225,-0.20000753
10.3587,6.1305695,35.5265,2.1769,7.697199,0.7,7.0741,-2.4595,0.023887096,0.008748255,0.5705538,-0.24697784
10.6014,6.4419174,25.6902,2.0945,7.578355,0.7,5.0745,-4.087,0.01673763,0.009117451,0.38056767,-0.123254
8.417,6.515598,35.0179,1.3115,8.406552,0.7,4.3702,-1.498,0.016992208,0.009061542,0.36026773,-0.17854775
9.147,6.470495,35.6451,0.5066,7.843823,0.7,7.1749,-0.5132,0.017688058,0.0092174625,0.39444417,-0.20721778
8.5208,6.442283,33.098,3.7249,7.497602,0.7,5.9312,-3.5738,0.02854951,0.009268106,0.61601156,-0.12907284
7.8488,6.0964494,30.09,0.8353,8.607635,0.7,4.3193,-3.6703,0.014794548,0.008823459,0.28080717,-0.11677921
8.4278,6.236411,32.5797,2.4604,7.938331,0.7,3.8811,-5.4699,0.018262457,0.009119408,0.39861345,-0.120912574
8.1445,6.486964,29.5175,3.9869,8.781949,0.7,7.8577,0.4383,0.06775167,0.007699727,0.8154326,-0.20404826
8.6575,6.492481,36.5256,0.7021,7.405798,0.7,4.4434,-8.2164,0.013086839,0.009490401,-0.00372696,0.016856099
10.8348,6.377714,25.8411,3.0237,7.515597,0.7,4.1549,-9.4148,0.015423806,0.009085041,0.24722256,-0.02572488
8.7605,6.5331645,28.314,3.1902,8.814147,0.7,3.8066,-7.2088,0.015673606,0.008837763,0.3016028,-0.076444864
8.2859,6.203917,27.1797,3.2773,7.953699,0.7,8.5211,-0.0016,0.045732502,0.008615315,0.77902937,-0.18684947
7.8768,6.1383824,28.6248,1.2761,8.228345,0.7,6.2012,-1.2702,0.018590542,0.009015651,0.4051773,-0.1467645
7.6888,6.3449736,26.212,1.5538,8.360159,0.7,3.9047,-9.1796,0.013335425,0.009067831,0.07571693,-0.017762985
10.3731,6.514394,36.5816,3.8842,7.008819,0.7,5.5548,-2.3775,0.022407684,0.009370326,0.54702866,-0.19092292
10.5484,6.177912,31.1364,1.6544,7.894164,0.7,8.2996,-0.9917,0.023527922,0.008708769,0.5709141,-0.23730735
10.2133,6.316459,26.744,1.8487,7.596454,0.7,3.5745,-6.4415,0.013004787,0.009096704,0.16788498,-0.04771136
8.3057,6.2822123,34.3407,3.235,8.065877,0.7,7.0135,-5.8809,0.024992527,0.008991228,0.54270774,-0.14975895
8.0943,6.2478337,32.3746,1.8893,8.311276,0.7,4.6624,-1.2743,0.018127708,0.00899306,0.3951899,-0.16352327
8.0329,6.1896167,35.4916,3.2042,9.00634,0.7,8.8071,-1.9621,0.03811844,0.00823445,0.68577313,-0.2422904
9.0463,6.448511,28.9249,0.2725,8.440538,0.7,4.3357,-4.9104,0.0118384445,0.008905755,0.07706281,-0.054823626
8.1174,6.513233,36.1828,0.1999,8.010327,0.7,7.3327,-1.4808,0.020706644,0.0093331635,0.4518697,-0.20213081
8.6313,6.3328347,35.9684,1.3995,8.625163,0.7,3.5519,-6.1832,0.012577452,0.008828318,0.16632162,-0.069624454
8.5273,6.5417953,28.7843,3.5637,8.556371,0.7,8.9059,2.4994,0.0891423,0.007411416,0.75688285,-0.18613204
8.4923,6.3686996,34.0083,2.9034,7.959447,0.7,5.455,-5.0982,0.024347033,0.009070401,0.5388333,-0.1634953
8.2015,6.181047,31.6959,1.4933,8.704363,0.7,4.98,-2.1588,0.016092965,0.008763684,0.33964354,-0.14540057
7.7575,6.184961,32.0792,2.5886,9.061861,0.7,6.6225,-1.9441,0.03105486,0.008471969,0.62146527,-0.21064886
7.9993,6.3731647,29.6785,2.8933,8.303598,0.7,8.9536,2.577,0.06397875,0.008107258,0.80692565,-0.2121521
7.7197,6.1131783,36.4873,2.7559,8.401269,0.7,5.2757,-3.2246,0.020198604,0.0089087365,0.44906062,-0.16431496
10.4068,6.2563653,28.6627,3.4037,7.052479,0.7,7.7057,2.3839,0.07668207,0.00767485,0.7963989,-0.15291682
10.6387,6.4170737,33.8968,2.534,6.792816,0.7,6.0734,-1.2569,0.020842522,0.009465661,0.51790833,-0.18273099
10.8843,6.427036,36.2923,0.5622,7.066411,0.7,5.5875,-5.7517,0.013903637,0.009373073,0.21507262,-0.08189251
8.6344,6.4061823,34.6329,2.3973,8.191201,0.7,6.3948,-1.7404,0.022916013,0.008972731,0.5251056,-0.21177167
9.1185,6.422662,34.8896,0.3015,8.345309,0.7,6.6082,-3.8833,0.017305097,0.008966393,0.37147492,-0.17225361
7.8868,6.172807,26.6933,3.1506,8.34321,0.7,3.8677,-7.3133,0.0174608,0.0089731105,0.3526037,-0.075215034
8.7169,6.5214143,30.559,3.6783,7.556498,0.7,3.5122,-8.1426,0.01822373,0.009475168,0.37649778,-0.055213206
10.9214,6.49491,31.3221,2.0193,6.606207,0.7,6.5406,-3.1112,0.019104574,0.009654909,0.4650129,-0.11939367
10.7543,6.4887705,29.5929,3.9711,7.57082,0.7,8.4128,-2.9758,0.04984734,0.008316628,0.8104615,-0.23697674
8.7423,6.3433123,27.8754,1.7662,7.782213,0.7,5.3564,-4.408,0.020590888,0.009193918,0.4629971,-0.13452512
10.9941,6.4262586,37.3939,0.1509,6.915249,0.7,6.2791,-3.6522,0.015999744,0.009452341,0.33984363,-0.16387281
8.9662,6.342644,27.7073,0.3975,7.393643,0.7,8.7593,-0.5539,0.020679208,0.009422422,0.47646502,-0.15980044
8.9821,6.2959514,28.9824,3.836,8.147693,0.7,7.534,-0.6428,0.039040796,0.008528626,0.7296297,-0.21742989
8.6514,6.3641734,36.6547,2.0429,7.714146,0.7,8.1235,-2.0214,0.02828795,0.009076534,0.6065104,-0.21348907
9.3577,6.1412425,26.5238,1.8688,7.72277,0.7,6.1049,-4.2732,0.016415684,0.009038053,0.35553998,-0.107635215
10.5708,6.2774906,36.9582,2.5158,6.69137,0.7,8.3185,-0.4596,0.0499244,0.008426334,0.6865058,-0.12341922
10.4384,6.318044,34.786,0.1784,6.980495,0.7,4.6373,-6.006,0.012354286,0.009375713,0.015858037,-0.0088797575
10.7162,6.464747,26.7564,3.4738,7.379445,0.7,6.969,-5.4699,0.029516336,0.00897867,0.6415811,-0.1562183
10.7413,6.1077704,25.9399,0.1715,7.521534,0.7,4.5196,-5.6692,0.01193379,0.008908524,0.020788547,-0.024752567
10.797,6.291326,33.298,0.7158,7.256477,0.7,4.1042,-6.3743,0.012969528,0.009183766,0.15016772,-0.054354347
10.5813,6.321519,32.9944,0.0867,7.135423,0.7,6.7659,-1.1438,0.014518464,0.009324731,0.28719297,-0.16145846
8.8735,6.221227,35.4441,3.4234,8.20855,0.7,7.5847,-0.0957,0.03411573,0.008479986,0.6654083,-0.25957665
7.7749,6.39698,28.7005,0.8016,8.930433,0.7,5.1599,-1.8952,0.014337252,0.008867372,0.2591858,-0.11936033
9.8441,6.4086714,27.9542,1.1328,7.209889,0.7,8.9242,-3.2968,0.022077734,0.00938126,0.5138124,-0.1479302
9.4116,6.2551894,35.3236,1.6667,7.509447,0.7,5.18,-3.2004,0.0142518105,0.009218775,0.2719785,-0.11858016
9.0964,6.2095456,26.3283,3.1419,7.928391,0.7,4.9858,-5.9492,0.020490123,0.008959866,0.46639422,-0.11178657
9.7219,6.3343916,34.1292,1.4427,7.700406,0.7,4.8229,-3.3102,0.014546789,0.009121416,0.28945348,-0.13433589
9.4313,6.5507336,33.3564,1.1517,8.334859,0.7,6.286,-3.8512,0.017035622,0.008975225,0.37272358,-0.16144398
8.1754,6.5380692,35.3352,0.135,8.97521,0.7,7.8826,1.5803,0.023349723,0.008819743,0.50794566,-0.25856665
8.0244,6.2417784,31.0961,3.7746,8.664252,0.7,7.8691,2.3144,0.08299829,0.007420749,0.7663326,-0.183124
7.6198,6.153244,27.5486,0.744,9.119897,0.7,3.6569,-6.1331,0.013460994,0.008660861,0.1994681,-0.078304
10.1141,6.2005615,33.5103,3.63,7.799555,0.7,3.3229,-9.1047,0.013791693,0.008947473,0.20391482,-0.02005485
9.76,6.539606,34.6179,1.8126,7.662656,0.7,4.0902,-6.3448,0.014032993,0.009261392,0.23126149,-0.078982376
8.0448,6.305682,36.3935,2.7857,9.089489,0.7,6.8218,-3.2139,0.01995115,0.008662897,0.443408,-0.17654546
7.5427,6.2633934,25.1901,0.2336,8.536352,0.7,5.5044,-2.5571,0.013822504,0.009013455,0.22437383,-0.102597326
9.85,6.116104,36.6987,0.3447,7.577806,0.7,8.591,-2.2951,0.017812004,0.009060628,0.4148069,-0.19556117
9.6543,6.543906,28.193,3.3389,7.797372,0.7,7.787,0.3544,0.052753072,0.008398527,0.8211797,-0.24183218
8.581,6.271791,33.995,3.0789,7.551288,0.7,4.0373,-4.5237,0.017919531,0.009333094,0.3963812,-0.10425889
10.2763,6.547254,25.8104,2.8219,7.426519,0.7,7.646,-1.6324,0.034470573,0.008974753,0.71558124,-0.20173042
10.4934,6.355433,25.995,0.0577,7.015216,0.7,6.8897,-2.2295,0.017879315,0.009427968,0.4109731,-0.15278582
8.6767,6.3251944,31.6436,3.2193,8.217333,0.7,3.7577,-7.3466,0.016041273,0.009007263,0.3185769,-0.081376694
8.3014,6.188918,26.1833,1.9145,8.11844,0.7,7.9847,0.4335,0.045838293,0.0085991165,0.7779193,-0.20912445
10.2419,6.3044934,33.7009,1.7806,6.760788,0.7,8.4543,2.5137,0.04471868,0.00872867,0.75177854,-0.19718324
7.7268,6.143564,31.5781,1.5753,7.780057,0.7,8.887,1.9983,0.04990933,0.008636437,0.76844317,-0.17073448
9.9443,6.534366,32.1739,3.4334,7.145638,0.7,7.7211,-2.366,0.030036643,0.009214901,0.6588428,-0.18324733
9.7675,6.398646,31.7282,1.7045,7.503608,0.7,5.7183,-6.0021,0.016721735,0.009253366,0.3493264,-0.10792628
7.9622,6.2308993,27.1189,2.9817,7.959299,0.7,8.7264,-2.3875,0.050694305,0.008647344,0.80569476,-0.15947105
9.5612,6.4720926,33.2231,1.9637,6.972607,0.7,7.7511,-5.083,0.0190134,0.009629472,0.4265488,-0.074307255
8.346,6.4582953,30.2884,1.0466,8.424222,0.7,4.9001,-4.0524,0.0150517905,0.00904089,0.28459743,-0.116905116
8.0608,6.2733197,31.7997,1.9979,7.77371,0.7,8.5141,-1.0399,0.02771678,0.009166026,0.5986949,-0.16700247
10.1549,6.4191465,34.0451,3.1242,7.302719,0.7,7.0463,-5.1256,0.02158299,0.00922172,0.51132816,-0.15211059
9.039,6.506083,36.3367,3.4832,7.463027,0.7,5.5338,-4.8924,0.023209427,0.009336486,0.5320519,-0.14741449
10.7028,6.529979,35.0792,1.9824,6.622052,0.7,8.0302,0.9491,0.033963483,0.009222529,0.69134194,-0.2043165
10.4008,6.490561,25.1548,3.5171,6.730532,0.7,5.0922,-6.3083,0.018958384,0.009656543,0.4319152,-0.038428765
8.9248,6.245215,27.3714,0.8427,8.49162,0.7,4.2739,-6.7848,0.01399277,0.008796622,0.21429594,-0.07469537
10.2377,6.4909167,36.2404,0.826,7.563131,0.7,7.2636,0.5453,0.019391485,0.0091818115,0.46619055,-0.26351
7.6347,6.5091715,28.8861,3.3978,9.097301,0.7,5.6967,-0.9535,0.029376907,0.008682148,0.5979151,-0.18363687
8.1407,6.3287554,26.9867,2.6243,7.995391,0.7,5.2512,-7.6766,0.015862208,0.009201551,0.27969024,-0.053483136
8.7846,6.120818,28.0908,2.4357,8.314715,0.7,3.7969,-1.8856,0.019389043,0.008791835,0.44929412,-0.15984635
8.8601,6.2299924,36.8244,0.6913,8.707007,0.7,7.1413,-4.4179,0.01552437,0.008729562,0.31467354,-0.14296101
10.5033,6.5260043,33.4012,1.5967,7.671166,0.7,7.2106,1.2735,0.030319927,0.008806882,0.64810365,-0.30866066
9.8913,6.1642065,32.6529,2.4063,6.953213,0.7,3.0856,-9.3687,0.013096216,0.009378097,0.051455498,0.041845493
8.1249,6.501704,25.0321,2.9716,7.580263,0.7,4.5354,-3.7649,0.025608158,0.009460673,0.5595705,-0.08989379
8.6988,6.205167,35.7513,0.2045,7.66212,0.7,3.3497,-6.9598,0.012369859,0.009186752,0.049453486,-0.025578868
7.6765,6.1961904,35.7093,0.5182,8.968748,0.7,6.9415,-1.8669,0.014454557,0.008767362,0.27208966,-0.14002436
10.3194,6.298311,32.749,0.4311,7.562805,0.7,5.8613,-4.835,0.015025161,0.009105672,0.29219422,-0.124970935
9.3027,6.2511735,37.2747,1.1892,7.430988,0.7,5.8531,-4.6174,0.016432732,0.009271972,0.34916294,-0.13093522
10.2855,6.2237444,37.3564,3.4543,6.714709,0.7,6.3521,-2.8902,0.025147183,0.009290915,0.5948615,-0.12322171
9.6823,6.3235283,25.3765,2.5666,7.277916,0.7,3.1548,-4.2087,0.015446514,0.0093627125,0.31588164,-0.08549495
10.0919,6.3865404,33.2601,2.2141,7.079937,0.7,6.5629,-3.7899,0.026789127,0.009235957,0.6047619,-0.17943668
8.846,6.1110954,26.4755,2.7901,7.539665,0.7,4.2946,-5.8371,0.015781239,0.009201272,0.31844223,-0.066140875
8.19,6.525006,29.9134,3.2556,8.735026,0.7,7.3992,-3.1558,0.031346932,0.008729312,0.63411194,-0.18954647
7.805,6.4115367,31.7792,0.9911,8.992704,0.7,6.9217,-2.546,0.020682503,0.008840235,0.44888914,-0.17706113
8.5051,6.1565433,30.5875,2.5503,8.132465,0.7,8.4629,-0.6315,0.03295755,0.008702608,0.6681485,-0.21495262
7.8172,6.276685,31.4009,1.5643,8.994408,0.7,7.7764,-0.8229,0.021008698,0.008743199,0.4637499,-0.18183109
10.3445,6.4829006,33.6313,2.998,6.770894,0.7,4.6876,-3.5615,0.020086199,0.009604234,0.4876908,-0.1187959
8.9083,6.4187655,35.9473,2.3567,7.8162,0.7,4.5403,-5.076,0.013937946,0.009237996,0.24238083,-0.08602648
10.8519,6.357305,30.4285,1.0977,7.027207,0.7,5.8115,-3.1399,0.015356716,0.009358105,0.3268892,-0.13342722
10.9082,6.289977,28.5147,3.5847,7.440256,0.7,3.2902,-4.7179,0.02125168,0.008982354,0.5267227,-0.16337375
9.9884,6.4541373,27.3244,2.6688,7.559495,0.7,3.9483,-3.4083,0.018312708,0.009208884,0.43041277,-0.14041315
7.9512,6.4381404,31.194,3.6879,9.224152,0.7,5.2014,-6.3978,0.021667847,0.008670233,0.46578714,-0.13134684
10.4641,6.510993,29.2908,3.1857,6.863975,0.7,3.97,-5.1298,0.01671182,0.00961065,0.36930302,-0.078301765
10.0816,6.445504,29.9619,3.1041,7.214469,0.7,3.6826,-10.6412,0.014703811,0.009388004,0.15212873,0.026237769
9.6181,6.5440993,27.7108,3.315,7.368492,0.7,4.9405,-8.1417,0.01904713,0.009414895,0.4030304,-0.0643284
10.1624,6.528628,32.0065,0.5461,7.966654,0.7,7.021,-2.5033,0.015094746,0.009066852,0.31078008,-0.15297839
10.1971,6.3476353,37.1803,1.5308,8.158654,0.7,6.4454,-3.1706,0.020458102,0.0087760715,0.49040556,-0.23646048
10.6689,6.127613,37.0345,0.2252,7.135663,0.7,5.7248,-1.8034,0.014036633,0.009184845,0.27529886,-0.16581659
7.7838,6.2860937,29.7396,3.5031,9.25047,0.7,7.2417,-1.6042,0.04209852,0.008242091,0.7225824,-0.20901868
9.9602,6.4309855,36.0784,0.0276,7.226567,0.7,3.6145,-7.2613,0.013160143,0.009279963,-0.09352014,0.039129034
9.2245,6.5081506,34.441,3.7556,7.157621,0.7,7.3438,-4.4,0.034150362,0.009203348,0.6808318,-0.1154421
9.2924,6.23792,27.2554,3.6176,7.223035,0.7,8.5797,-3.4228,0.03830388,0.0089789145,0.73900044,-0.12047711
9.3307,6.3112397,30.4951,1.0773,7.141077,0.7,5.4631,-4.9541,0.013214513,0.009479562,0.16934489,-0.05241497
7.988,6.4962683,26.1651,2.8348,7.816869,0.7,3.9907,-7.9531,0.015510497,0.009449219,0.25522155,-0.036292773
9.3751,6.330048,27.6502,0.3659,8.455064,0.7,6.9976,0.338,0.018875716,0.008812529,0.43888107,-0.19273031
8.5885,6.158829,25.6173,2.1558,7.518209,0.7,8.2439,0.3596,0.0473548,0.0087943,0.80361414,-0.1649549
9.8262,6.3953414,32.7859,1.6034,6.95705,0.7,7.8185,-3.4544,0.024109047,0.009454578,0.55988526,-0.13572465
8.0804,6.105858,33.0577,1.6908,8.366526,0.7,8.79,-1.7003,0.02927392,0.008740808,0.61204815,-0.21400172
8.808,6.123155,37.1001,1.2192,7.670671,0.7,3.209,-4.2572,0.012741654,0.009145469,0.1817264,-0.08864936
9.7993,6.252825,32.1265,0.329,7.764677,0.7,6.6991,-1.6283,0.015896164,0.00904504,0.34742454,-0.17234808
9.7294,6.1714606,28.4203,0.8803,7.706404,0.7,7.4896,1.0819,0.030183833,0.008803612,0.653694,-0.25053963
10.7817,6.4547596,30.0681,1.1816,6.825139,0.7,8.6812,-3.5571,0.02039336,0.009513032,0.48620185,-0.14127986
8.9385,6.264097,32.2477,0.7698,7.986486,0.7,8.3208,1.4915,0.024696965,0.008946492,0.55933535,-0.24785802
10.5397,6.4774165,30.8478,1.6501,6.921595,0.7,7.9124,-1.946,0.022370975,0.009437001,0.5460147,-0.17993599
9.3516,6.309172,27.5173,2.6632,7.654193,0.7,6.7963,-2.0372,0.023706025,0.009062207,0.5583207,-0.16833436
8.7093,6.261534,34.2581,3.9001,8.804183,0.7,3.9229,-6.7054,0.018196994,0.008675458,0.40272582,-0.1247333
8.006,6.175319,26.6095,3.0359,8.939172,0.7,8.0042,-1.0679,0.047256686,0.008216096,0.7727902,-0.2012563
10.4194,6.4617653,27.4309,1.3715,6.86917,0.7,8.0604,-2.5915,0.020518195,0.009536254,0.49373743,-0.13679804
8.2392,6.135469,30.9567,3.6663,7.782141,0.7,7.4677,-2.3423,0.043443657,0.008656557,0.7564027,-0.16654515
8.1032,6.530363,30.0151,2.0059,8.711637,0.7,6.7173,-1.1473,0.020692648,0.008953422,0.45894912,-0.17291474
10.475,6.5367155,25.2938,3.8607,7.080428,0.7,3.113,-10.7593,0.015497086,0.009488767,0.20432308,0.021336462
10.6519,6.2270384,32.6143,0.3502,7.193358,0.7,4.6473,-2.5816,0.013435628,0.009214428,0.23060533,-0.13136122
10.7601,6.4806194,36.4522,2.1137,7.883777,0.7,8.1081,-0.892,0.028852401,0.008660646,0.6327503,-0.30380735
9.5529,6.2319584,30.9905,2.706,6.972678,0.7,8.8436,-0.865,0.039202966,0.00900394,0.7478776,-0.13829854
8.0485,6.198278,35.085,0.8763,9.14608,0.7,5.3265,-5.5203,0.014857087,0.008626485,0.27691376,-0.11595363
10.8451,6.518105,28.2367,2.8414,7.169493,0.7,7.5168,2.2728,0.060845703,0.008225405,0.83787686,-0.24761564
10.3321,6.50589,29.3559,3.8049,7.47572,0.7,3.5946,-9.9033,0.0153795015,0.009266267,0.24392651,-0.01205629
9.8578,6.1488523,31.9539,2.3772,7.160076,0.7,8.6611,-2.6484,0.041027233,0.008712918,0.7470896,-0.19203691
7.8332,6.3374066,37.2087,1.1157,9.156731,0.7,5.1031,-5.6551,0.012460956,0.008718099,0.16216014,-0.0736444
9.5275,6.4988213,25.5038,1.7156,7.505173,0.7,6.8401,-2.3993,0.024307564,0.009251629,0.5636626,-0.16515207
10.2607,6.2945037,29.4202,1.7912,7.174012,0.7,5.4314,-2.7897,0.01938869,0.009265722,0.46982032,-0.1630035
10.9626,6.33586,29.1591,1.5107,7.877402,0.7,3.4532,-5.7265,0.013512877,0.008887924,0.23183647,-0.08640332
10.9691,6.279505,30.3811,2.6301,7.632871,0.7,4.7014,-5.7955,0.014281545,0.008964319,0.2751318,-0.08390994
9.1704,6.3819633,29.2187,0.9388,8.118994,0.7,8.6564,-1.6968,0.034794077,0.008774864,0.6835908,-0.23507385
8.2475,6.128883,37.0702,0.1326,7.728579,0.7,3.6746,-4.9322,0.011647856,0.009173827,0.0109692095,-0.03488858
9.2005,6.2995176,29.8221,2.6054,7.628536,0.7,6.143,-3.1372,0.029821059,0.008977788,0.6407807,-0.18607683
9.64,6.456972,32.2524,1.6178,7.857503,0.7,8.2387,-2.453,0.02501676,0.0090074,0.57327116,-0.22028236
9.5092,6.1518826,30.9096,2.7688,7.163036,0.7,3.4284,-9.3844,0.01404728,0.009333274,0.1700685,0.007733163
10.8996,6.1318903,32.6722,3.3617,7.861642,0.7,7.699,-1.432,0.031660117,0.008399213,0.6790978,-0.26667133
8.9151,6.218852,35.7925,1.3207,8.089035,0.7,3.319,-7.5416,0.01326886,0.00896866,0.1762702,-0.05774602
10.9319,6.4362025,36.9025,1.0209,6.772899,0.7,8.772,-0.3626,0.025768515,0.009311811,0.6026587,-0.25147197
9.6754,6.4044857,31.0045,2.7359,7.834364,0.7,6.8733,-4.2521,0.027273102,0.008907293,0.6046348,-0.1940553
9.0844,6.100341,35.6056,1.5464,7.529505,0.7,4.7479,-5.1724,0.013272258,0.009160062,0.21044128,-0.07395181
9.1676,6.3844447,27.7964,2.19,8.029295,0.7,3.1218,-9.5562,0.013330272,0.009029615,0.092134476,-0.0018095835
10.0302,6.3217196,29.4049,1.9386,7.289301,0.7,3.179,-5.4212,0.012299773,0.009288954,0.109267004,-0.037832085
9.1063,6.450777,36.0988,2.4158,7.550888,0.7,4.7285,-8.0038,0.014814162,0.00936345,0.24320371,-0.045234684
8.3826,6.4791512,33.7816,3.5215,8.707296,0.7,5.9852,-5.0691,0.02607828,0.008759887,0.5614461,-0.183499
9.0153,6.365611,33.5614,0.6038,8.466523,0.7,7.9575,1.1333,0.025147177,0.008753407,0.56203747,-0.2662873
7.937,6.4155445,25.3581,3.172,8.200642,0.7,5.8218,-8.3324,0.01866108,0.009168183,0.36091015,-0.061766963
9.182,6.500292,27.1256,0.4505,8.47225,0.7,5.4155,-2.3385,0.014262201,0.008928567,0.2664173,-0.1242595
8.5578,6.370795,35.3921,2.1292,8.833771,0.7,4.6142,-6.4148,0.013571638,0.0087678125,0.22258292,-0.07882084
10.6173,6.2399216,29.0077,2.4424,6.941065,0.7,7.0911,1.2196,0.03891226,0.008832347,0.7495911,-0.23706143
10.5292,6.111443,30.2389,0.7547,6.647187,0.7,3.2723,-5.7036,0.012298373,0.0094508035,0.044831965,-0.022833733
8.2612,6.2253776,28.8638,1.4319,7.855267,0.7,7.6794,-0.5642,0.021414287,0.009174405,0.4859139,-0.16218445
8.776,6.2711735,26.897,1.01,7.943775,0.7,7.9291,0.9252,0.032940134,0.008881249,0.6719289,-0.22180507
9.3793,6.2074604,31.9602,0.7887,7.814725,0.7,3.7115,-5.7341,0.013120098,0.009034447,0.18461736,-0.07769827
7.8606,6.4601827,37.311,0.7325,7.822809,0.7,4.4337,-1.4798,0.015332711,0.009452092,0.2784589,-0.13484448
8.161,6.433241,31.3413,3.5928,8.151633,0.7,5.7843,-6.6024,0.019862007,0.009152472,0.4277834,-0.101051
10.0323,6.413383,29.1964,0.907,6.946619,0.7,4.2043,-4.9058,0.015442895,0.009562167,0.29208565,-0.08896129
9.233,6.1189313,26.2911,2.9142,7.476212,0.7,6.748,-2.3633,0.038487732,0.008790632,0.7407669,-0.16859445
10.6123,6.1914253,27.6168,0.0148,7.398948,0.7,6.0941,-1.0527,0.016628664,0.009096204,0.38388392,-0.17963982
8.9961,6.289238,31.0618,1.9259,7.25409,0.7,4.7629,-4.1739,0.016540987,0.00945616,0.3493665,-0.088634424
8.8793,6.2143846,33.4945,1.7289,7.965817,0.7,3.4126,-7.4429,0.012721554,0.009026645,0.1392074,-0.037198223
9.7126,6.1747627,26.8137,2.941,8.207307,0.7,4.1989,-5.0088,0.020682978,0.008711659,0.48942274,-0.14243306
9.4523,6.235248,30.5687,0.4226,7.959826,0.7,3.2901,-7.4831,0.012610896,0.008945011,0.08125753,-0.032256052
10.0576,6.4189587,28.9968,1.2908,6.982631,0.7,3.1182,-4.9814,0.012217098,0.009508812,0.035015367,-0.028494759
9.1381,6.360696,33.0235,3.2102,8.091977,0.7,3.0784,-7.4738,0.014021616,0.009033973,0.23770455,-0.057884738
8.0865,6.1867595,30.9031,2.9407,9.000397,0.7,4.8392,-1.6892,0.023018325,0.008565915,0.51599735,-0.18304083
8.3478,6.48333,35.9899,3.4595,9.032016,0.7,7.3936,-0.7343,0.038266305,0.008256417,0.6813883,-0.26231456
10.9953,6.257234,27.4345,1.9478,7.587248,0.7,6.7637,0.5665,0.031617973,0.008655025,0.6881277,-0.26090297
8.9581,6.128705,35.1331,2.5474,8.216233,0.7,8.0067,-1.6453,0.030267976,0.008573621,0.6360902,-0.24636972
10.6873,6.4512014,35.6095,1.8085,6.725583,0.7,6.6053,-4.2609,0.017900905,0.009595902,0.41805065,-0.11559121
10.109,6.5042744,31.4465,1.462,7.356888,0.7,5.7197,-6.5956,0.01533949,0.009351875,0.27673447,-0.07907463
7.8768,6.207775,29.6833,0.6292,8.205351,0.7,6.5547,-5.6836,0.015430809,0.009092334,0.27191156,-0.09265058
9.0689,6.551694,35.77,2.1474,7.909662,0.7,8.4308,-2.8576,0.028949928,0.0090136295,0.6151343,-0.2332606
10.225,6.422596,28.114,0.6192,7.220925,0.7,4.1009,-4.3279,0.013042626,0.00937311,0.16892833,-0.0803759
8.7263,6.0965843,30.1306,1.7878,7.5774,0.7,5.935,-3.2497,0.018014465,0.009180044,0.40527508,-0.12331792
10.1939,6.4678965,36.1479,0.4643,7.939693,0.7,8.9762,-3.0131,0.020201202,0.009014003,0.47204936,-0.2232316
8.0627,6.4110107,37.3334,3.0844,8.70344,0.7,8.0392,-1.342,0.027372278,0.008721066,0.5802093,-0.23438685
10.868,6.290907,35.7325,3.2955,7.868113,0.7,8.1092,1.124,0.06493987,0.0075646536,0.70967937,-0.2508
9.8658,6.3658824,35.009,3.8913,7.646637,0.7,5.736,-0.3788,0.03339996,0.00865944,0.67050177,-0.26633233
